identificador,prediccion
075a72ea-7379-4a69-b706-0c36ba8004eb,110838.89778978986
8b22935b-6e98-4554-b31c-7e016c02caef,198629.1654244302
38352842-31b0-4d5e-87fa-f1bbe4d9b6a4,225367.20014175554
0062bd5c-5a70-4165-910a-9250da5e5cdc,200305.23924626864
ec21b85c-d144-45b0-baa5-7abdf71a3f8d,620727.8156440314
77c8ae1c-847c-413e-861d-0fa56ecfe0c5,300647.54641120206
8e5d5b00-ae62-4d80-90cc-4e8ab91c44c2,196913.28426699401
25eb376e-491e-4a39-8644-aec8772a1f6c,157863.80543406127
508b6fae-ce64-4627-ac02-cc4eb3fc6868,282475.1888621344
a10aacd4-e534-40d0-b278-66712079fca5,173211.60181986616
ca706b89-18ae-4a52-a1e6-4f8b17b5b291,211152.43328667802
1499293e-f5aa-44d7-ac75-73c3cc40d85a,457663.62040424196
ea905c3f-dcb2-4b46-bd77-84dc00e93718,808891.8545069749
cc33c520-4259-4158-99ff-d87d82c4d3db,487770.87830585096
d5c311ef-94e4-4d56-829b-f9c60077d193,329480.9790571821
28303ccf-d5a8-4ba6-908c-b5a625868b9e,938803.7050961707
c75e9b5d-91e7-4051-ad64-6ef30bbfa244,656615.1706015627
1ec9b7d7-beef-4e28-a50d-d631ba7e18e0,1099858.428853199
332052ab-c54d-4485-95d2-0fba89ba4eaf,648200.6607157493
6a24395c-e9fb-479e-be9d-c972a4575d0c,517719.47621927643
a5231fde-d47f-4549-8c9e-3654afd47023,240976.5313714933
e4c3d8f8-aa1b-499f-8bde-4c9841faf75f,744614.5799446265
51cc5f5f-e383-4773-a30e-f22ce0c5acc7,212222.6068242161
08d244a1-cd38-40c6-af9d-647268d09b3b,1023030.4778001291
fb41b6c2-adf7-45b4-8005-a188f200900c,336764.89995240484
aeee7455-630b-494b-b745-1d25e946c8ed,790619.9467665097
8381adcc-24d7-4bb0-ab6b-6187aee9a108,2828535.065915854
2a7aafc4-9539-495f-beea-2b6c5eac48dc,342381.23274881946
d2866d6a-9e30-4430-98af-099e9f2a0d94,421530.7140968775
703cf9dc-b054-4998-851a-6941c7223239,263238.7378957042
663f614f-c1d0-48b0-b71a-ef2d87e6417a,192103.84493824476
cbb24b6a-7d08-46b6-b576-d4f6ef2ccab4,2583285.8444565707
4b669eac-3a0b-47f5-86a4-97995ddc4594,285148.31294644845
6bce9ff4-068c-44aa-ad27-cd39160185ea,331019.22848921036
265fec64-57a2-489b-99d9-46a13f1cb6b9,856986.9440453518
60454d52-bdea-498d-8949-fb3b24ac5d42,280506.6801601646
2b78b04e-8f51-428f-81ce-89169fe7da94,159183.78784610337
7ca82a11-87a0-4cf0-90ad-5793e4bc4af5,1168656.9249561084
b23db3fd-f24b-4d45-93fd-6038f12045db,369410.3416490814
f72eba58-ce07-4e55-ae26-ff42deb5c126,490583.41711425205
387ab9b4-7864-4242-9c48-d9d3ff465368,434312.97396574693
217eae9b-1c35-44af-8e20-3c15337e7f38,381105.26944789645
a7b05364-25cd-4d63-a1b5-1eb9a45d0d2f,338186.9070095143
ffc896be-8df0-437f-a4bb-8530a506c3a8,146397.84906506957
8482763d-469e-4979-af63-5bdb40047a9e,254630.68931797167
f3df9596-cc74-468d-9fb6-07a813e17eb7,262659.34097453224
b5f53951-ee41-4860-ae71-998e3a6995ac,461158.01545404457
e1b24de4-e44f-4ccf-954e-24f1b1f88655,380951.78382111015
6be03bbe-b47a-4784-9867-d1482e19e4b1,498753.67379281984
c664ae16-0c89-465c-84da-4fba24d56ec6,338596.9176339409
0cf6b499-2f64-4fc7-8d4b-c196b24fd2dd,409944.0581202188
d5d3105c-4236-4f28-a6af-1e71ef067b9a,1064338.0353109967
8b676264-5dec-4e9d-babb-24692e84a621,224282.09853907648
5a30a477-5778-48c4-8103-91054397a476,120555.92113016671
63fdcec7-4ad9-4321-8fe5-2e1e0740fbf1,269897.3638519413
32cdc3f7-bb86-42af-a90f-535ec3e6792a,549103.8910170391
3536389b-9fdd-4158-abb1-02d5deeace04,394521.39126510336
c0d1e4f4-f96a-47a1-aa9a-8bfd11bb3f5f,367077.4612160016
d0bddc08-b00a-441f-aa4e-9e653572c027,382713.82382570783
1adef651-402b-4cf6-9cb1-7ff46be43c45,188836.0317713163
22b1752e-185a-4d77-b2ed-5e1fbbc8cc0a,332163.37053442776
3c2578ea-e725-4961-b32d-7a79819496b0,188836.0317713163
d70be497-ef62-42aa-b002-bbd59ef18c94,684991.5021955442
7b94dc8b-5c3a-4314-a301-d09511d061c8,574927.166713302
b566044b-1f80-4413-8235-b03ace793189,208772.33942674653
147ee903-332f-4ad8-a636-55243a856c15,284263.3411305144
2fa515c8-5b72-4d5f-9a0e-51e151ed7f7d,467998.61741745373
8d57bd98-1a9f-4284-873d-c5bd7b88a3b2,283842.0356985217
6586e68a-05a0-4eb3-b591-7ac73805cc9b,293641.49893301993
8d9ec007-2b1e-44dd-ac8f-a0fd6d8b7ace,292882.95754734863
ba4f21c5-8485-4e3f-bc15-7a6c2c4803ac,161838.38901745965
a3a94f07-e4ff-4e51-a361-81b1dc132ba2,296395.10868807713
45730d2b-1b3f-4323-a743-ba2eb3007da9,203054.63357729188
39d8aac9-7f42-4521-a524-2d5f6cfd91ef,283692.337228402
0831c14c-7b61-4001-9a79-a1dc3558bdaf,124477.84118842975
4e7694c1-14e7-4780-bb14-2c351c0a8cb1,232643.37559714832
ae21931e-4295-455f-81e4-c0ad03133232,142107.25781551984
059e29e1-8438-4237-8870-ba67f1a09b77,525459.1382568135
dc305d1b-6b1d-4715-a6ed-dec19f908d41,417835.1033001854
2bbde7d6-dd72-4ade-bdfc-1661c3a3068e,237156.8520765903
f30b37e9-276a-4f13-88af-be1c0f29c4d0,213144.84040593242
4a2837a1-cfd4-4dbc-b4ae-93e342052260,314327.8657021758
aee8953c-781d-4834-8fd8-36d46a073494,370841.7166611065
e1be7f1c-a8a7-4570-847d-230480622638,194985.13812362173
519f5bb5-350d-4085-9b2b-3c4ae6c3e142,439981.6959077564
0164d3a2-c1d8-47ac-9c8b-55fa01974264,389460.75565840554
fade0d9e-a09b-4e9c-bac6-3d63a719f4b7,244815.56613695822
51c06fa1-cf4d-4e98-87f4-a3d46ecfd3d1,239254.68945018135
0b0f9801-4c0b-436b-b68d-8f53c3c154ff,410779.69397419435
d18f96ba-235b-42b5-8a73-7968efaa8356,226134.5909181768
f6f6ad2c-65fd-4943-a380-7d3a4c489b55,203048.63740546643
f197a69c-77b1-40aa-85c5-f6ed6e117c55,430260.4882323792
995b3331-4363-4438-a60a-9979d0857b70,395213.9780940468
415fa0d2-fb65-42a3-9ecc-1daddd30856b,156344.79835459177
adc97017-8314-40c0-a87e-0a1dd08facab,524744.3317521409
8b867d81-5dab-49a6-ac36-683e138bce48,318082.68785480567
b2d6367e-edcb-46e4-9942-73bb3e94aebf,302005.7543102848
84de6c61-3575-4261-82e6-941eb19fadbc,138822.0590550111
9fb82d9a-3105-4ac7-8cf0-519f7a2fedbc,562732.831664621
a865a664-10b8-43af-b345-7665d94d2e32,640173.1478720587
5c746eb5-5a70-457f-9d72-56f191170157,345583.04039962793
6ed64bdb-ba0d-455f-9182-3626f8f30577,547960.6136947075
7470a0a8-e431-41f0-b9e0-92a38598836a,234760.36163205258
b53a07dd-4e55-4629-9da4-c7c1e0f3ce79,316651.2002095048
7b5305e9-02d8-45da-a92e-9311fe07cf26,224282.09853907648
a003802f-2e00-45ee-a9e5-6644aef49ee6,266340.2884374697
e5f761f5-a239-434a-a14e-a6791b561952,372558.2920387004
ee32b055-266a-4e0f-b418-809c06ac1553,185140.31428445154
e3c608ff-9537-4bdf-81a3-f6ec63c87129,351690.105715725
2c12423f-0712-4125-ba58-ad522ab61f09,296798.32261952077
41f38c1f-f92a-4ad5-8157-beca5b352a1f,155200.1976964534
c4d6bb8b-ed32-469a-b7c2-82515607ba6b,110574.84608403938
20d80919-1edf-4fd1-933d-5a88a3d17379,324695.2345824688
724e65dd-f123-49d6-9da6-23685deb264b,526520.8234015498
9a71fb17-a0a9-4ad6-8ee2-eef04f734d1b,329930.4961685658
adac3f69-4119-48ef-b1f1-c281e25ce67f,266985.06169830007
fbfd6629-f153-4394-a16c-edf91a25c3b8,677242.1057063213
199bf066-76d7-482d-858e-61a69b3d1bbc,1086104.4504019038
41331770-7993-48b8-9934-a6c5714d99a0,575817.6926667454
c67c8dbb-d4d1-4634-ac00-de7b0a4816ca,196137.38855040123
797ba9a7-62c8-40fb-9454-a23fa93e64f6,409225.64419167093
41e8e40a-4547-40d5-9c58-cd391012d86d,676707.9502734918
46abedde-466a-45f7-a735-19c878fafabc,251691.4153513529
98711fc4-f25f-4152-b6d1-b589a75b9a5e,446572.7221735173
bb447d44-0f0e-4dac-834f-aea177b5720f,400686.9159994628
a462a131-6204-4aae-9d3a-284095e50c5f,108890.13896760684
3410fc86-0d29-4410-9f78-41ea3c340510,316651.2002095048
dd28e14d-1e8c-45ab-8d8b-f437dd6479f2,563956.8399438941
2bde21f5-fa66-4ef6-adc8-dd4734abdced,881464.3890485924
ce33c16b-c040-4eb9-9281-8024b01ade43,132251.4214554957
33a7f5df-5193-473e-a943-937df0560a88,136306.94380473884
428c99e2-2e7a-41b5-bd8b-97599affec88,302100.0741145719
4c535df6-f7b4-4e09-86e6-8a33eecd8d1d,343910.352758293
fba9c842-5d02-4bd9-a2c8-61770659b089,436825.64519217325
75644b6b-9ff5-44c5-84f9-4b180b54a361,182020.95630258686
213242a2-3f31-49ee-b318-9a7faffa66aa,539316.4254730502
a9afcf0b-6a86-4bae-befe-9d0011c4556d,1404235.4803671688
0be5ac6b-e191-4366-bb28-6f89fe55cb4a,449981.252411974
5e75a8b8-29aa-46f5-8d73-ab997bfabd0c,255415.6670431342
b3c7856a-94ac-46d2-b07c-8ccddcebe827,187923.08106593165
319b6891-6723-4aab-ba49-24a4448e0808,320227.0491726996
5e91fb10-692c-46d7-8418-4deb1af6a327,523385.70991369995
2ed1f917-f88f-4d6e-94ab-e4b95ad0f528,334094.0448206297
90bac91a-1c12-484c-8411-433dc13304da,316593.57821789634
2054afd6-6dbc-4eb5-bc32-e25ae1287261,563864.0717208029
bf14f168-47a8-47aa-ac3d-e2a9cfa121e0,213245.95737799446
a3292fb9-181d-434c-aeb7-23fe2ad26d4a,190386.30677910656
22209c9e-3b40-4e3a-a222-96f5bff0e78e,200940.85382479161
a8d0c8e4-5294-4d61-81c1-f4936e8d8306,429407.27896439465
90dbeff1-8e98-4a4b-bbd3-f54239378c16,377041.53601361276
88db2c0e-d720-404b-81ac-f060570f7e7e,312859.72859374445
884c592d-c6ff-4d5a-b8b8-1ac4ed65d290,1872234.8674780359
07762edd-c77b-47d0-a55c-cec2bec0841b,1159028.7821449945
26eb09af-1a9c-4953-b377-ac6584624eb5,311543.3552222283
1fd3e549-5375-4fd1-9f56-4b1c273d4c04,336506.82794151746
57e50909-cbe5-4b51-81c1-067692621b33,462540.45840410114
9e110fc4-fa51-415f-b716-f8d901875c0b,597953.3589086703
fcde307a-7d81-420f-8058-b923112f5593,330052.8044488906
95e62c72-98db-4371-b962-114098de948b,743219.1601194924
f3a38772-a427-4977-afc7-9c1cccfbe76b,594697.0390853459
07f7cff5-2ec8-4062-9d75-8eb14ff5ffc4,392880.3925167394
7458694f-e38d-4c23-a3ea-2c092c382657,445015.0364477955
13b42cee-a404-4d88-9c0b-4ef3850c612a,153185.3657983282
47b32526-98b9-4041-b732-eb60b7b4af8d,288869.95624089177
32784e09-4e7b-4593-954b-a52da6e475f4,207120.75370536148
29998bd0-eace-4267-843d-56bc063189cf,687694.2867678137
2b4fc70d-fe1c-4a07-ba39-f20ed3337b8f,176956.1092340512
c0b7ed2c-1553-4867-89eb-915158d7a1b9,325968.2434951189
326f1de4-52f3-4d89-8738-ad2dfe431119,238730.18565615127
2f1aa56f-c221-4a67-88d8-c6542bfe980e,356805.1530735152
308acf0d-dce9-4521-91ed-a836131587b2,351010.72566245554
a7b2e8cf-222b-45c4-a50f-dc816794c600,626470.0469689243
8f583d89-540e-4de3-af01-852e3200b2f7,365862.50638197333
f304f279-f091-47f2-96db-78499dcc938d,398007.7697805403
7ba1cee2-0d73-4f31-b8a5-9cfda1ee29d4,770465.3368755558
3a416b12-2453-4436-9919-5896c729bd15,206694.79365317
7dc28bfb-735c-4ad4-80ee-a1e851f1a838,435383.3221238677
c9ee066b-7496-4ce6-8d8e-a95862dd595d,405492.0749497554
76d382f4-cce7-45ba-a64a-75f37b791d09,228130.04836228164
d5ab9069-880d-4ad2-8c6f-02ae9f6b97e0,242348.6444319741
30b86471-cdf4-4c3d-98ad-e3a620e699ff,1583698.7849389713
77b2ce34-f38c-4c95-a167-1557b4ba7960,1074522.3529275544
e114b20b-9f93-42cb-bd33-145bd319bac9,489230.8060595872
f38e2cbf-bd34-47aa-8656-815129b71089,349167.2554566308
2140dcb4-e2dc-4b3c-83f2-f760b4bd6f3b,305626.1512701205
527a72e6-2f0b-43e8-93d7-1eb348abdb01,308258.9564385219
65eb958d-0144-4634-90df-595e0011111c,583134.2081770374
e07eeea7-cb7b-4212-a743-954479572bdc,332019.67964214867
7e55c349-edd8-45d0-afa5-2ef655328178,358618.6051863418
a77000f9-1d03-44f4-ba03-b9dd370d9120,314858.2491366561
b4d1e54c-4bb5-4b53-b974-c35f639fc953,581770.8109760404
f4bab9c7-588c-4232-9f14-1260389b43cc,210104.28561729044
e5013fe4-22f8-4f49-8c34-2fde9b21403d,415119.74917991745
fed9a297-3de5-47f4-9927-1852ba7df4a0,253122.02523143802
3353323e-7b44-4f84-971e-e89bb58ef94b,670644.5882044138
4c80d6b7-c8bb-4f86-9215-b5d8275283d6,274057.53197047825
3253384b-94c6-4563-bc04-82c6e0ae187a,325567.40076833795
407f9028-5ece-4d2d-8636-30600e4ab8cb,204753.39189729438
c79a6997-93fb-4ff9-a48f-fa134865ecdb,567085.5840831583
12c07c26-b75c-4f27-b8aa-5fe175c3237e,190272.76782932688
c0fbf8ff-5a38-4f0c-8816-8da8c1df11df,464589.48268194613
13af3be9-6583-4f89-9b09-cd6b0fbe06a4,208811.93450173055
308a78d6-b5bd-4cef-bb42-5296955ae651,128831.56703662213
a8c56b20-2dda-4616-99e4-4edc1302ff88,403157.11494143936
bebba2ce-0cfb-472b-afb3-9175198630db,281417.5757159647
b44bb25b-050d-48c3-86d3-095b92fae4e0,207393.96395820967
17a52c10-9b94-47cb-a548-e4cbc65d370e,423432.4970111775
7b62ebc8-4442-4318-b075-39a7dd218556,138822.0590550111
3329aa01-94cf-48c3-b2a1-98bc9f64bc76,136422.06662290377
6272978f-6375-4dd4-98ac-0712d4e6c39f,927757.6570301437
6f32ab23-3b37-4f30-a933-0e7b26d28343,465548.35379418056
c15af1fd-e755-4d4b-b269-3b7bea3e59fb,420956.593669317
b7a12e3f-3462-46f4-92f3-9c3efdd6f650,240909.08275905537
6a381c14-1be7-4091-a31f-cb5454fc4b2f,63030.115325839404
01ca7bef-ba4a-4da7-946c-f5a7cbc3d003,264100.65806938004
6a91ebb5-8dc8-4f22-bba7-5bf73cbfc782,302521.6063578028
2ebeb2ab-14dd-4578-91ff-657053196743,625550.728910358
681600d8-d25f-4447-9d7b-2f4b0b47d4dd,486769.7091095942
7b1f3c59-907e-428a-83e7-82f83ea545a2,339353.48247360607
580b9ece-5f52-41ff-b587-0325e2cd1457,240949.4477255229
82c54a0a-a04e-4034-8db0-398df53f7002,285207.29772163846
5ff9526f-0a1e-4990-a636-c3e852902610,453164.2963585421
a3a51cb8-78d7-4b34-ad66-bda8ca486db3,211654.464237217
a17df9fb-680d-4033-966c-ce1f37be5612,361306.0006518954
cec62de4-2f58-4ced-ab0e-551f085ceec6,264757.4410397958
c3ab4600-fe30-4aba-b4a3-c34e2e42a35b,264228.2352503619
19d7d065-b876-47f3-ae72-c1ed2704af55,1941177.3889433846
c59b5cfe-06af-4488-bac9-b288fb1aae7f,348566.70006425085
3b22e02f-f664-42fa-a3de-97cdab3a07e4,271261.40166904056
f30b1960-a569-4e14-ba1d-c09a9022b3f9,392202.4405740762
f318c2d0-930a-448b-9351-789dfb3f710a,382863.60844552313
c4ba6d6e-f920-4b1c-988b-d5b221864568,366596.908435728
cc5cc840-8e18-4f3a-ae7d-fe8e35bcaf98,374619.4012884195
e25d443d-dafd-4d0b-b355-617d9bdfea8e,292808.6328620806
a2d1363c-5a2b-4e5f-b858-7f732a849a50,404556.93770092283
96d97568-4223-4946-b761-cbf37d6e7e81,768355.2012783148
39ccaf3d-c946-4b10-9cf7-0c4fb660df72,225329.46286636454
7866d923-00c3-4ad6-9989-f8a6c0d15210,423418.4677531044
39163ccb-288e-4a5a-94f6-7e2f8db07f7b,250703.14303280023
0208284e-a99e-4677-a4de-9134a484c2ad,240432.02044000252
fd8c5fca-cd9c-4de3-a66d-a0ae38efd3e4,251398.21420433949
a617cb74-8cad-4116-b5d1-013d7381bda8,365798.8596117275
9690a8da-f5fd-48b1-bcc8-6e57229c1e0b,311498.6279139265
69855a08-cf6c-47b1-a9f7-3f930fb591dc,1023610.4895307281
01e9fca1-de08-4ed5-9238-a0dc71b0961a,288747.9814800824
8b0ec7e5-2ddb-43c2-96b0-c56930264ade,274979.57179444755
9b947da2-4c98-4720-b4fe-3b7f7f217be6,125055.11183625838
afc10412-c06d-433a-a7d4-32c947357c66,484565.3365433095
663a7c84-1df6-4fcf-a2a2-e8e6b8fd4ace,224049.48596351082
1cb6adfa-1ce5-417b-aedf-ae970d2f49c4,791126.9667267081
73f7f656-d814-4ca4-bf0a-2940ab244c7b,493672.1625283504
bc573605-6fe7-41af-a894-56ca5e123f94,404927.5846153077
80d0ede8-cf28-4c5a-bb62-1ce86932b115,234978.927976617
a24d5357-5e54-4eb7-91de-ec9768c0728d,272475.46354204667
2485154f-801e-4cb9-b993-2aaec826eda1,607294.1116420187
60e86b98-83aa-4a75-8c67-95bbdf1122d8,292684.0147482807
2a4bb4a7-5069-437e-b109-2fd7e8fc71b7,420466.82368935633
4c246f4d-9cf7-4b4b-b0f3-90a221a648da,784582.7140270435
65b7733a-e61b-4010-ae33-dd73f104727c,553050.4732375343
399253b5-9b23-4684-a581-9295ccdf7e4d,496325.24615276506
c6cada83-63e4-4091-ab1f-dd951ce265ef,351353.1364605086
0e1ffcb2-3fbc-40bc-8448-725b6bbf6f9d,1066047.6919826083
b2ed7193-56c9-4b5d-8ac8-d47a9f11d370,362295.5404876889
2a7a0130-3e77-47cc-a51c-701027505031,642271.379710702
9fc299b9-dc7a-4083-98a0-d500ba6e368b,414356.6301847997
95871d3f-86df-494f-9095-4d6088f037d5,313339.7660495372
36d71711-d012-478b-b615-c7c641ebfc50,221609.43582715036
8cf45030-787d-4eba-b3e9-d3478c41e646,381138.3213574958
8c0baca0-7a50-4b84-9002-ab87bc63d583,384072.53501119895
474481cb-4ad7-4913-aaee-f4f051c1d7d6,343797.08310288814
728732bc-0a6c-44ab-9bb1-3ebe6372fc0a,364151.80118830135
17b793a6-8dbd-4964-aa8f-1b0841017ee6,689238.8633301429
1739c662-d679-4a00-9ca2-4f0632762b11,1114104.6471330181
c56cc54e-6e2e-41b2-b720-2a54db0472d7,207426.16456496363
333698af-7f4f-45a6-b6e7-6437730bd8bc,339457.34032838134
4e8fc993-05d6-4187-831f-ccedfb78747f,194743.03328903214
7d898bd0-7d89-442c-aad0-f1e60ad43af4,328015.35751333024
36a9668a-7166-473d-b13a-1761c1eddf69,402302.2978223803
54125287-6f12-4023-a1cc-892edb31b989,239126.18424122382
23b3ee8c-6be5-4aec-a11c-fef048356d92,377581.2481418526
6c3fe6fd-b0aa-4d33-8176-0e34c39b0d83,587903.9435230874
9267397c-62f9-435e-b496-885a7657e981,462749.8088592373
0f78b9b5-87a5-4e90-b43d-9e088c3cafb8,155200.1976964534
f8afb22c-2010-4ab3-b8ba-e9c24e1d137c,263207.08084098384
8ecc6048-1697-4df2-8664-ab269f731c9b,120091.73352698854
f7cf15fe-0eca-40c1-adee-71a4fd7c565f,538935.5121581634
76d7f3dd-a3d4-41e6-9798-b30ad5f1cd01,230123.33046446662
7d9bec80-70ac-4d83-8001-2dba9f1a1860,421551.9534198081
b7479743-9cd2-4e50-807b-b15b6774c5cf,204623.45944736837
684afddb-5e6e-485c-9979-891a0847abd2,363364.815580976
fbe522ac-741d-4aa7-bb8b-e0b6e91f31a3,476145.60860807647
796578c6-55d1-4be1-8d22-48735efdf5e3,1146742.50911298
96006e70-e573-4a03-b306-f293e8dd8743,468995.23391709104
ce3c331c-3f59-466f-a1d5-eaf9fee9fd58,566391.6327356726
6a4619da-0986-4a40-9210-4bab577bc1f3,296228.47844320076
9509b754-82db-417b-a793-12225ea74902,412619.3723041658
16ddad07-d4c0-427b-8964-6cdb871dd303,372425.64552936936
cdcd6a9f-90ba-45fc-8428-fdb456db03e6,200631.35895493373
193d23ff-ee34-46d8-b2e1-37d3eb855014,125609.69852729811
4dd04f52-650d-49a5-beb8-182f9a2281c4,1292985.057317431
c25e18b0-c448-496e-b65c-6b271d9445c1,436241.3111084026
6b7e9eec-aba7-42ab-bb5f-05fbc3bc5ca3,393855.41536368366
3f1b8f2f-2634-452f-a021-13f35dc5c713,415563.29586919566
93ca2cbc-faca-47eb-be01-628ca4c9b49b,165512.37457145567
349be81d-9cb6-49c8-bd1f-140a18cafa5d,311577.79468660464
d1794bba-1d4d-4892-b603-fd40689a50b5,305960.91767800093
6a53f3e1-8b09-4a8b-ba5e-efa6471a1112,474329.94893661095
bdf88ca9-a8fe-4e50-ac7a-f0b16e3020a6,135971.37122019322
12a070e3-a17c-4666-a7af-ef9bf5893e2b,404966.3385843485
9d2f79a8-b92c-470b-b57e-0de27a850d16,332377.24515360786
270be0e1-1ed4-4f82-ac41-744ec98e46c6,328053.1881414947
09144d3d-05e8-4141-b734-18fad0977e16,180541.54546129127
da3367aa-d1bf-4643-abd3-00f6d686e74c,386224.21618471295
541906ca-08b0-4e35-a24b-22953e14f0de,248348.9307947062
71bacac6-cd85-4a7b-a2e4-12f37e1453d8,635675.5254938175
0a8ff716-eb66-4a14-ab67-ca2cf5050078,160331.53226103206
1b27ada5-c268-4004-93f2-97e1a60a92d2,322209.7794261431
e93f3c24-1c34-417f-9f48-f45df2f644dd,268566.4953021235
23ce6259-821f-485e-ad55-4ad0454f1058,620387.7913759697
90cf79de-12d2-4331-b0de-3c0e350c15d5,1451917.965462531
8cb1d886-1749-4fbb-9225-7f20e2fa7560,696270.5752761737
a6c06d58-263a-4910-b510-a26d9649695c,142894.15366747623
e5003327-a185-4be5-afc2-1b490bfe9cce,362465.1625125818
200e5856-c40e-432a-bb0f-7a069308c8c6,235160.11349526857
7eeed0c3-cfc5-4dbe-97da-9e6681b9387c,162380.55869038732
1956852d-6e00-45d0-997a-a7f15216c5d7,194985.13812362173
df236087-3c93-4114-95b8-87a6e78640ca,377538.2294376228
79523dea-7360-4fa1-8659-b969cc39017e,569790.0695688457
0555c14e-18e1-4ed9-a146-dc89d74b1087,416433.542145551
c4c5507d-e4e7-4841-9637-44b81142b74f,960407.5422245701
3db92e62-5605-4b1d-b06b-be99782553e5,452341.07101635676
1e635020-52ed-4c6b-9525-5b67f03d8933,303688.76403199794
dd0f20ee-28ce-48a9-9656-de88abd08b43,429991.2233898628
bf828c19-5cdd-46a8-8042-755a2c796b33,227042.9678063718
6ec5705f-5bad-46fc-8dcb-a8bb90accb3f,373318.2393150316
898365f0-2aff-439f-b697-35dbb40dc724,422873.67239463923
e4272d20-79b6-4ac9-911a-e509612f0ca5,481606.9349131741
33da8565-b1f7-4ef3-ab7e-6d03aa942522,256524.1475454228
510c9eaf-aa0b-4159-8176-5cffbbd06703,768474.7141082748
4970c470-74f9-4e06-b78b-e14de9a40630,213933.95803821392
980eaf1a-0fda-4d20-8824-eb036ec4ecfc,119229.33652417672
66d7502f-3635-4cfd-a4f9-495113bf233d,385488.0346644962
1cf455e6-620b-4b87-9894-06a7411fd3cf,282240.6564321571
8fb992f1-f2e3-4ce8-b3e9-d5fb91285437,203947.40965891327
a4e3e6ae-590a-4fbe-9736-385691d5470c,119875.02162365902
fae7a9ba-f727-4fa8-9231-b6a248e2b98a,637758.649537353
f872a33b-b0a6-4751-b7a2-e2204945df67,579628.1378279836
a4e6442a-4ba3-473c-bee0-5dff9d205638,130120.6595948155
93f98bae-ddf3-4fd9-a084-5e644728d1e5,387079.07877181086
a050b78e-bb6b-4aee-aab2-f2ce34addc51,353597.4804396214
a5696760-dc23-4bf8-98c4-c66be115152d,110601.30642014275
3c0fa933-f7a6-4491-b94f-858a59911fa2,378354.29208589665
bfcaa639-bbf7-436a-beba-75bdc6d06dd9,446849.116405658
7838608e-b6ba-49c3-866c-0542d3c44980,257426.51122158946
3eb90aa9-9917-48e9-93e5-a0838d15bcad,191513.51844346462
d4b3ea08-a68c-4689-a887-427f56d3c6ca,630974.2201929914
36baafe8-5a15-4c34-90f2-a479c3ca7073,819439.1233064135
03328f32-d459-4627-bb87-165ae4092dae,661601.4112356324
a123c910-4bae-4800-b9fc-58a3e73c192e,915805.5320584476
c0649330-659d-4283-b536-c7d53a6f8e05,514721.8848110854
