identificador,prediccion
90dbeff1-8e98-4a4b-bbd3-f54239378c16,342133.01589156536
88db2c0e-d720-404b-81ac-f060570f7e7e,313580.49965193874
884c592d-c6ff-4d5a-b8b8-1ac4ed65d290,1123606.6035190884
07762edd-c77b-47d0-a55c-cec2bec0841b,665618.6056958548
26eb09af-1a9c-4953-b377-ac6584624eb5,166211.37593513844
1fd3e549-5375-4fd1-9f56-4b1c273d4c04,234479.93040412347
57e50909-cbe5-4b51-81c1-067692621b33,244588.20408748518
9e110fc4-fa51-415f-b716-f8d901875c0b,190405.6500517043
fcde307a-7d81-420f-8058-b923112f5593,358373.62389204954
95e62c72-98db-4371-b962-114098de948b,271941.74058208556
f3a38772-a427-4977-afc7-9c1cccfbe76b,210723.53171852903
07f7cff5-2ec8-4062-9d75-8eb14ff5ffc4,205789.82204375518
7458694f-e38d-4c23-a3ea-2c092c382657,633411.5378859637
13b42cee-a404-4d88-9c0b-4ef3850c612a,93967.23067138043
47b32526-98b9-4041-b732-eb60b7b4af8d,419314.15142990655
32784e09-4e7b-4593-954b-a52da6e475f4,248554.75875633242
29998bd0-eace-4267-843d-56bc063189cf,252777.18207843168
2b4fc70d-fe1c-4a07-ba39-f20ed3337b8f,108183.712628624
c0b7ed2c-1553-4867-89eb-915158d7a1b9,192708.3255333091
326f1de4-52f3-4d89-8738-ad2dfe431119,277473.70984347834
2f1aa56f-c221-4a67-88d8-c6542bfe980e,296094.7544582713
308acf0d-dce9-4521-91ed-a836131587b2,210760.2959347826
a7b2e8cf-222b-45c4-a50f-dc816794c600,459593.6088308904
8f583d89-540e-4de3-af01-852e3200b2f7,260585.48447866295
f304f279-f091-47f2-96db-78499dcc938d,331855.23829819536
7ba1cee2-0d73-4f31-b8a5-9cfda1ee29d4,347576.2316266214
3a416b12-2453-4436-9919-5896c729bd15,191178.26585710645
7dc28bfb-735c-4ad4-80ee-a1e851f1a838,219329.2118861463
c9ee066b-7496-4ce6-8d8e-a95862dd595d,205279.9739984451
76d382f4-cce7-45ba-a64a-75f37b791d09,128926.1628422844
d5ab9069-880d-4ad2-8c6f-02ae9f6b97e0,124744.3762448041
30b86471-cdf4-4c3d-98ad-e3a620e699ff,441215.34998566366
77b2ce34-f38c-4c95-a167-1557b4ba7960,875905.8884188235
e114b20b-9f93-42cb-bd33-145bd319bac9,887370.0626980127
f38e2cbf-bd34-47aa-8656-815129b71089,146167.25349275654
2140dcb4-e2dc-4b3c-83f2-f760b4bd6f3b,177396.77979768298
527a72e6-2f0b-43e8-93d7-1eb348abdb01,206526.57495690565
65eb958d-0144-4634-90df-595e0011111c,186371.28645060793
e07eeea7-cb7b-4212-a743-954479572bdc,243313.38354387713
7e55c349-edd8-45d0-afa5-2ef655328178,189414.99782801326
a77000f9-1d03-44f4-ba03-b9dd370d9120,187623.9791277309
b4d1e54c-4bb5-4b53-b974-c35f639fc953,280133.0427758284
f4bab9c7-588c-4232-9f14-1260389b43cc,154848.88159439524
e5013fe4-22f8-4f49-8c34-2fde9b21403d,454427.3012220016
fed9a297-3de5-47f4-9927-1852ba7df4a0,173258.77161542603
3353323e-7b44-4f84-971e-e89bb58ef94b,419817.5901899177
4c80d6b7-c8bb-4f86-9215-b5d8275283d6,105548.79992917895
3253384b-94c6-4563-bc04-82c6e0ae187a,343529.7540939834
407f9028-5ece-4d2d-8636-30600e4ab8cb,194048.8142528642
c79a6997-93fb-4ff9-a48f-fa134865ecdb,252074.249646284
12c07c26-b75c-4f27-b8aa-5fe175c3237e,340452.6296735877
c0fbf8ff-5a38-4f0c-8816-8da8c1df11df,830296.207692679
13af3be9-6583-4f89-9b09-cd6b0fbe06a4,234853.44317759087
308a78d6-b5bd-4cef-bb42-5296955ae651,164406.09278004023
a8c56b20-2dda-4616-99e4-4edc1302ff88,334512.30536678014
bebba2ce-0cfb-472b-afb3-9175198630db,361419.3350978638
b44bb25b-050d-48c3-86d3-095b92fae4e0,131618.16475832113
17a52c10-9b94-47cb-a548-e4cbc65d370e,618569.4431968052
7b62ebc8-4442-4318-b075-39a7dd218556,131196.1210493982
3329aa01-94cf-48c3-b2a1-98bc9f64bc76,137982.53928920926
6272978f-6375-4dd4-98ac-0712d4e6c39f,628058.3742762599
6f32ab23-3b37-4f30-a933-0e7b26d28343,395664.6000865374
c15af1fd-e755-4d4b-b269-3b7bea3e59fb,286147.2351561595
b7a12e3f-3462-46f4-92f3-9c3efdd6f650,154105.86358489905
6a381c14-1be7-4091-a31f-cb5454fc4b2f,148277.99975857846
01ca7bef-ba4a-4da7-946c-f5a7cbc3d003,132166.5011105764
6a91ebb5-8dc8-4f22-bba7-5bf73cbfc782,361600.1868692842
2ebeb2ab-14dd-4578-91ff-657053196743,316772.5621749485
681600d8-d25f-4447-9d7b-2f4b0b47d4dd,230671.94663331282
7b1f3c59-907e-428a-83e7-82f83ea545a2,253729.98049805564
580b9ece-5f52-41ff-b587-0325e2cd1457,304769.96919309907
82c54a0a-a04e-4034-8db0-398df53f7002,148810.4175447568
5ff9526f-0a1e-4990-a636-c3e852902610,198797.77165600058
a3a51cb8-78d7-4b34-ad66-bda8ca486db3,260801.8155916125
a17df9fb-680d-4033-966c-ce1f37be5612,360337.2777033737
cec62de4-2f58-4ced-ab0e-551f085ceec6,176005.5026936919
c3ab4600-fe30-4aba-b4a3-c34e2e42a35b,137181.72313207295
19d7d065-b876-47f3-ae72-c1ed2704af55,905153.3135493668
c59b5cfe-06af-4488-bac9-b288fb1aae7f,261478.61581049676
3b22e02f-f664-42fa-a3de-97cdab3a07e4,147958.17519973972
f30b1960-a569-4e14-ba1d-c09a9022b3f9,206441.32013710792
f318c2d0-930a-448b-9351-789dfb3f710a,173722.18859037515
c4ba6d6e-f920-4b1c-988b-d5b221864568,226643.39995013626
cc5cc840-8e18-4f3a-ae7d-fe8e35bcaf98,289902.111446215
e25d443d-dafd-4d0b-b355-617d9bdfea8e,242549.00117364302
a2d1363c-5a2b-4e5f-b858-7f732a849a50,432788.943272898
96d97568-4223-4946-b761-cbf37d6e7e81,715825.201975408
39ccaf3d-c946-4b10-9cf7-0c4fb660df72,146140.67169326684
7866d923-00c3-4ad6-9989-f8a6c0d15210,601697.5016876337
39163ccb-288e-4a5a-94f6-7e2f8db07f7b,213115.6443997212
0208284e-a99e-4677-a4de-9134a484c2ad,152936.0926224696
fd8c5fca-cd9c-4de3-a66d-a0ae38efd3e4,322677.8283439915
a617cb74-8cad-4116-b5d1-013d7381bda8,202460.0730494311
9690a8da-f5fd-48b1-bcc8-6e57229c1e0b,260775.25100625274
69855a08-cf6c-47b1-a9f7-3f930fb591dc,679684.6649535588
01e9fca1-de08-4ed5-9238-a0dc71b0961a,208219.42076554298
8b0ec7e5-2ddb-43c2-96b0-c56930264ade,197377.346353952
9b947da2-4c98-4720-b4fe-3b7f7f217be6,89040.0114437455
afc10412-c06d-433a-a7d4-32c947357c66,259719.4685472842
663a7c84-1df6-4fcf-a2a2-e8e6b8fd4ace,220353.25540111007
1cb6adfa-1ce5-417b-aedf-ae970d2f49c4,282375.17389231315
73f7f656-d814-4ca4-bf0a-2940ab244c7b,299048.8231976721
bc573605-6fe7-41af-a894-56ca5e123f94,317960.52670421277
80d0ede8-cf28-4c5a-bb62-1ce86932b115,595901.847679434
a24d5357-5e54-4eb7-91de-ec9768c0728d,230322.53720058867
2485154f-801e-4cb9-b993-2aaec826eda1,221088.30957584854
60e86b98-83aa-4a75-8c67-95bbdf1122d8,197425.11836362773
2a4bb4a7-5069-437e-b109-2fd7e8fc71b7,394420.01785297034
4c246f4d-9cf7-4b4b-b0f3-90a221a648da,197300.57874101461
65b7733a-e61b-4010-ae33-dd73f104727c,210311.2494652555
399253b5-9b23-4684-a581-9295ccdf7e4d,485054.81185045483
c6cada83-63e4-4091-ab1f-dd951ce265ef,210018.73460653282
0e1ffcb2-3fbc-40bc-8448-725b6bbf6f9d,511941.6174002674
b2ed7193-56c9-4b5d-8ac8-d47a9f11d370,344982.9942180475
2a7a0130-3e77-47cc-a51c-701027505031,307186.85762285313
9fc299b9-dc7a-4083-98a0-d500ba6e368b,179637.21813583735
95871d3f-86df-494f-9095-4d6088f037d5,352939.04943889263
36d71711-d012-478b-b615-c7c641ebfc50,237245.2643727244
8cf45030-787d-4eba-b3e9-d3478c41e646,254641.88103290932
8c0baca0-7a50-4b84-9002-ab87bc63d583,176520.74558055747
474481cb-4ad7-4913-aaee-f4f051c1d7d6,137164.7171951777
728732bc-0a6c-44ab-9bb1-3ebe6372fc0a,361447.6599133608
17b793a6-8dbd-4964-aa8f-1b0841017ee6,172755.3669900984
1739c662-d679-4a00-9ca2-4f0632762b11,783427.3588574457
c56cc54e-6e2e-41b2-b720-2a54db0472d7,239035.91244549264
333698af-7f4f-45a6-b6e7-6437730bd8bc,400626.8901712675
4e8fc993-05d6-4187-831f-ccedfb78747f,159168.70356475562
7d898bd0-7d89-442c-aad0-f1e60ad43af4,281220.2014579703
36a9668a-7166-473d-b13a-1761c1eddf69,183701.4478795173
54125287-6f12-4023-a1cc-892edb31b989,287971.90801787126
23b3ee8c-6be5-4aec-a11c-fef048356d92,241270.07686547312
6c3fe6fd-b0aa-4d33-8176-0e34c39b0d83,590956.6279509073
9267397c-62f9-435e-b496-885a7657e981,252156.45735812042
0f78b9b5-87a5-4e90-b43d-9e088c3cafb8,100485.93572508752
f8afb22c-2010-4ab3-b8ba-e9c24e1d137c,144857.15290540198
8ecc6048-1697-4df2-8664-ab269f731c9b,121202.24040094829
f7cf15fe-0eca-40c1-adee-71a4fd7c565f,390740.1762530185
76d7f3dd-a3d4-41e6-9798-b30ad5f1cd01,219456.2510287578
7d9bec80-70ac-4d83-8001-2dba9f1a1860,190870.0122001776
b7479743-9cd2-4e50-807b-b15b6774c5cf,169973.9648976637
684afddb-5e6e-485c-9979-891a0847abd2,571811.8860037125
fbe522ac-741d-4aa7-bb8b-e0b6e91f31a3,416209.7780159874
796578c6-55d1-4be1-8d22-48735efdf5e3,298535.3600794162
96006e70-e573-4a03-b306-f293e8dd8743,419785.59023254353
ce3c331c-3f59-466f-a1d5-eaf9fee9fd58,407455.3671323927
6a4619da-0986-4a40-9210-4bab577bc1f3,153185.32612930916
9509b754-82db-417b-a793-12225ea74902,242243.1134703055
16ddad07-d4c0-427b-8964-6cdb871dd303,341603.08489731455
cdcd6a9f-90ba-45fc-8428-fdb456db03e6,157442.31310430652
193d23ff-ee34-46d8-b2e1-37d3eb855014,101530.28801730541
4dd04f52-650d-49a5-beb8-182f9a2281c4,608603.5513682717
c25e18b0-c448-496e-b65c-6b271d9445c1,239613.49719975266
6b7e9eec-aba7-42ab-bb5f-05fbc3bc5ca3,405593.95733987796
3f1b8f2f-2634-452f-a021-13f35dc5c713,220128.1816485793
93ca2cbc-faca-47eb-be01-628ca4c9b49b,222593.46233640332
349be81d-9cb6-49c8-bd1f-140a18cafa5d,263144.8307362699
d1794bba-1d4d-4892-b603-fd40689a50b5,176757.0077383646
6a53f3e1-8b09-4a8b-ba5e-efa6471a1112,372748.5527182539
bdf88ca9-a8fe-4e50-ac7a-f0b16e3020a6,74059.61226812661
12a070e3-a17c-4666-a7af-ef9bf5893e2b,494355.6000163567
9d2f79a8-b92c-470b-b57e-0de27a850d16,486608.89171967184
270be0e1-1ed4-4f82-ac41-744ec98e46c6,453963.09878382017
09144d3d-05e8-4141-b734-18fad0977e16,140217.82249237018
da3367aa-d1bf-4643-abd3-00f6d686e74c,193968.11460187467
541906ca-08b0-4e35-a24b-22953e14f0de,318126.10547163506
71bacac6-cd85-4a7b-a2e4-12f37e1453d8,460095.4097139294
0a8ff716-eb66-4a14-ab67-ca2cf5050078,84418.22546291322
1b27ada5-c268-4004-93f2-97e1a60a92d2,234832.48919858085
e93f3c24-1c34-417f-9f48-f45df2f644dd,380388.23810453725
23ce6259-821f-485e-ad55-4ad0454f1058,762510.2688141776
90cf79de-12d2-4331-b0de-3c0e350c15d5,812757.1052539515
8cb1d886-1749-4fbb-9225-7f20e2fa7560,389002.303904943
a6c06d58-263a-4910-b510-a26d9649695c,246612.06352329178
e5003327-a185-4be5-afc2-1b490bfe9cce,173973.847830714
200e5856-c40e-432a-bb0f-7a069308c8c6,225452.87753457457
7eeed0c3-cfc5-4dbe-97da-9e6681b9387c,159372.92116045355
1956852d-6e00-45d0-997a-a7f15216c5d7,98493.92539770674
df236087-3c93-4114-95b8-87a6e78640ca,386065.8068635071
79523dea-7360-4fa1-8659-b969cc39017e,276454.60301125504
0555c14e-18e1-4ed9-a146-dc89d74b1087,398677.94231661584
c4c5507d-e4e7-4841-9637-44b81142b74f,721734.7068066177
3db92e62-5605-4b1d-b06b-be99782553e5,352312.66477430443
1e635020-52ed-4c6b-9525-5b67f03d8933,236130.49679188034
dd0f20ee-28ce-48a9-9656-de88abd08b43,183668.3446768603
bf828c19-5cdd-46a8-8042-755a2c796b33,177870.39583074162
6ec5705f-5bad-46fc-8dcb-a8bb90accb3f,256242.02059307316
898365f0-2aff-439f-b697-35dbb40dc724,307162.79079747666
e4272d20-79b6-4ac9-911a-e509612f0ca5,223647.8175098784
33da8565-b1f7-4ef3-ab7e-6d03aa942522,224764.532984045
510c9eaf-aa0b-4159-8176-5cffbbd06703,421714.42955936736
4970c470-74f9-4e06-b78b-e14de9a40630,210702.9602590506
980eaf1a-0fda-4d20-8824-eb036ec4ecfc,108982.2037734049
66d7502f-3635-4cfd-a4f9-495113bf233d,341984.97825150285
1cf455e6-620b-4b87-9894-06a7411fd3cf,384688.18559158593
8fb992f1-f2e3-4ce8-b3e9-d5fb91285437,217132.53200619834
a4e3e6ae-590a-4fbe-9736-385691d5470c,98176.77865475407
fae7a9ba-f727-4fa8-9231-b6a248e2b98a,303013.1566797971
f872a33b-b0a6-4751-b7a2-e2204945df67,376458.3157480569
a4e6442a-4ba3-473c-bee0-5dff9d205638,197647.06082039326
93f98bae-ddf3-4fd9-a084-5e644728d1e5,254179.5423503487
a050b78e-bb6b-4aee-aab2-f2ce34addc51,222448.50428898842
a5696760-dc23-4bf8-98c4-c66be115152d,205924.1746046355
3c0fa933-f7a6-4491-b94f-858a59911fa2,357026.50868466194
bfcaa639-bbf7-436a-beba-75bdc6d06dd9,230528.36281390217
7838608e-b6ba-49c3-866c-0542d3c44980,200108.84988860646
3eb90aa9-9917-48e9-93e5-a0838d15bcad,142999.45938774658
d4b3ea08-a68c-4689-a887-427f56d3c6ca,493276.3597647402
36baafe8-5a15-4c34-90f2-a479c3ca7073,367077.9783612594
03328f32-d459-4627-bb87-165ae4092dae,338355.75764849904
a123c910-4bae-4800-b9fc-58a3e73c192e,456623.5168572041
c0649330-659d-4283-b536-c7d53a6f8e05,331661.8562156791
7a69eaed-ded2-47ff-bbf2-1f985a30dbbf,440072.22225571267
